PERIOD,DECLARANT,AT,BE,BG,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,MT,NL,PL,PT,RO,SE,SI,SK,UK
2009-06,LT,:,:,:,:,"0,85","453,89","0,95",:,:,:,"1.384,92",:,:,"768,80",:,:,:,:,"937,50",:,"72,93","1,82",:,"350,38","106,65",:,:,"319,15"
2009-06,LU,"83,48","1.406,53","172,94","185,00",:,"1.759,97",:,:,:,"14,85",:,"261,65",:,:,"11,31","196,77",:,:,:,:,"1.863,86","1.091,49","1,96",:,:,:,:,"252,90"
2009-06,LV,"732,84",:,:,:,"18,85","178,01",:,"1.381,68",:,:,"429,28",:,:,:,:,"2,78","278,32",:,:,:,:,"1,50",:,:,"163,19",:,:,"108,47"
2009-06,MT,:,:,:,"9,78",:,"6,97",:,:,:,:,"218,14","22,02",:,"0,15",:,"45,04",:,:,:,:,:,:,:,:,"0,30",:,:,"123,56"
2009-06,NL,"38,53","9.094,07","0,41","0,17","16,90","1.314,46","14,43",:,"14,29","19,39","11.947,64","761,50",:,"8.783,10","15.183,99","28,65","39,57",:,:,"0,01",:,"5,14","111,42","3.238,02","2.636,95","0,10","940,10","3.148,78"
2009-06,PL,"6.180,51","0,83",:,:,"1.165,31","1.855,09","42,02",:,:,"55,36","8.179,33","7,77","0,21","14.717,10","969,60","56,43","78,97","1,06",:,:,"785,31",:,"28,52","4.190,77","4.285,63",:,"12,30","1.507,05"
2009-06,PT,:,:,:,:,:,"330,64","0,13",:,:,"4.165,95","4.149,02","29,43",:,"9.884,07","980,00",:,:,"0,56",:,:,"1.495,51",:,:,"4.949,46","1.896,99",:,:,"1.705,24"
2009-06,RO,"4.906,00","0,32","136,93","3,01","237,04","547,64",:,"0,14",:,"22,22","11.188,66","31,66",:,"5.907,55",:,"27,83","0,15","0,69",:,:,"33,21","10,41",:,:,"0,08",:,"144,75","19,79"
2009-06,SE,:,:,:,:,"0,07","258,23","334,98",:,:,:,"4.621,34","80,13",:,"2.419,39","784,04",:,:,"0,55",:,:,"2,04","18,91","2,54","480,20",:,:,:,"51,56"
2009-06,SI,"2.766,91",:,:,:,"35,54","199,17","39,90",:,:,:,"1.082,65","449,56",:,:,:,"4,70",:,:,:,:,:,"5,90",:,"78,81","737,26",:,"128,68","0,38"
2009-06,SK,"551,85",:,:,:,"4.094,43","229,58","71,86",:,:,:,"6.969,85","325,56",:,"1.299,50","749,32","1.610,18",:,:,:,:,"179,61","5.012,98","15,30","165,42","1.114,90",:,:,"459,30"
2009-06,UK,"58,38","348,91",:,"356,54","60,21","17.092,12","16,91",:,"110,95","67,31","54.548,12","5.865,73","2,64","168.254,47","9.504,71","105,14","80,78","4,19",:,"551,28","37.519,91","148,85","662,04","8.642,24","450,95","39,75",:,:
2009-07,AT,:,"1,02","475,82",:,"183,03","2.934,97","0,58",:,:,"18,51","6.948,17","40,90","0,66","35,26","7.451,72","2.597,61",:,"300,08",:,:,"2.566,69","105,82","19,87","497,77","1.394,16","0,05","14,03","3.846,75"
2009-07,BE,:,:,:,:,:,"409,24",:,:,:,"95,83","1.273,24","109,31",:,"4.727,99","3.466,09","0,84",:,"60,87",:,:,"19.845,69",:,"132,86","2.195,61","1.015,77",:,:,"1.089,86"
2009-07,BG,"4.690,97",:,:,:,"375,84","740,39","8,01",:,"15,52",:,"2.462,31",:,:,"1.039,00",:,"79,20",:,:,:,:,"303,76",:,:,"268,74","77,54",:,"10,95","292,87"
2009-07,CY,:,:,:,:,:,"88,71",:,:,"699,87",:,"117,92",:,:,"290,05",:,"12,00",:,:,:,:,"1,14",:,:,"63,20","491,65",:,:,"6,95"
2009-07,CZ,"57,37",:,:,:,:,"8.558,83","74,23",:,"23,41",:,"2.486,84","2,43",:,"4.090,13","1.326,96","3.263,75","2,19","11,67","56,47",:,"1.101,90","866,68","37,28","1.042,59","410,28","0,21","961,72","1.481,49"
2009-07,DE,"3.357,64","594,33","654,02","1.023,40","8.111,43",:,"134,49",:,:,"208,42","16.425,19","4.143,65",:,"42.648,26","31.868,72","8.449,27","36,94","943,09",:,:,"40.495,04","96,93","109,12","6.510,68","187,98",:,"169,98","17.561,81"
2009-07,DK,"64,21","21,02",:,:,"73,89","3.774,59",:,:,:,"41,49","6.988,78","153,31",:,"6.542,14","3.416,45","381,49","0,35","4,51",:,:,"794,09",:,"161,36","411,53","15.135,03",:,"10,69","830,37"
2009-07,EE,:,:,:,:,:,:,:,:,:,:,"1.626,65",:,:,:,"135,00",:,"11,64",:,"495,23",:,:,"3,03",:,:,"271,78",:,"445,12",:
2009-07,EL,"10.522,21",:,"48,00","22,85","5,30","1.219,28","517,95",:,:,"3,59","14.785,31","669,19",:,"0,95",:,"7,97",:,"866,04",:,:,"2.593,70",:,:,:,"0,21",:,:,"437,46"
2009-07,ES,"8,51",:,:,:,"504,26","2.120,43","2,39",:,:,:,"21.598,75","618,77",:,"42.416,36","0,65","2.275,34",:,"84,52",:,:,"31.353,51","29,25","543,07","5.321,27","163,52",:,:,"7.475,97"
2009-07,FI,"12,54",:,:,:,:,"442,08","15,20","418,67",:,:,:,"41,01","0,40","5.055,26",:,"25,93",:,"5,69",:,:,"122,87",:,:,"1.111,31","2.970,79",:,:,"3.754,25"
2009-07,FR,:,"129,76","15,74",:,"24,35","1.928,64","236,30",:,:,"130,44","22.255,02",:,:,"16.575,99",:,"680,28",:,"10.510,30",:,:,"80.183,84","57,88","292,16","4.487,38","588,67","1,95",:,"17.206,43"
2009-07,HR,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2009-07,HU,"4.472,44",:,:,:,"19,67","673,20",:,:,:,:,"3.102,43","170,24","73,47",:,"707,64","0,08",:,"3,48",:,:,"162,42","2,09",:,"4.472,64","511,05",:,"2,85","1.863,29"
2009-07,IE,:,:,:,:,:,"904,38",:,:,:,:,"7.607,16","171,25",:,"4.408,19",:,:,:,"4,87",:,:,"1.903,37",:,:,:,:,:,:,"4.268,51"
2009-07,IT,"52,55","124,45",:,"476,64","1.738,70","3.547,57","40,65",:,:,"8,40","28.984,35","6.429,57","6,89","15.828,04","8,70",:,:,"444,12",:,:,"47.603,93",:,"9,38","7.631,40","1,23",:,"358,62","7.263,07"
2009-07,LT,:,:,:,:,:,"888,68",:,:,:,:,"868,67",:,:,"748,82","98,50",:,:,:,"1.293,42",:,"37,92","0,03",:,"457,54","353,84",:,"1,69","74,52"
2009-07,LU,"0,60","1.344,44","558,47",:,:,"2.884,76","147,48",:,:,:,"0,27","617,27",:,"30,34",:,"625,43",:,:,:,:,"3.214,57","1.080,58","40,40",:,:,:,:,"121,65"
2009-07,LV,"808,27",:,:,:,:,"146,33",:,"1.189,43",:,:,"301,80",:,:,"26,68",:,:,"36,51",:,:,:,"200,13",:,:,:,"159,35",:,:,"42,86"
2009-07,MT,:,:,:,:,:,"21,09",:,:,"0,69",:,"27,12","3,30",:,"18,52",:,"66,78",:,:,:,:,:,:,:,:,:,:,:,"196,71"
2009-07,NL,"9,06","9.997,23","0,13",:,"16,76","1.543,65","2,33",:,"0,11","9,27","12.033,04","1.396,76",:,"9.694,93","6.140,14","164,16","0,05","51,85","0,10","0,19",:,"1,05","148,06","1.452,06","1.648,60","0,41","0,02","5.569,33"
2009-07,PL,"11.257,31","0,07","17,72",:,"1.038,73","2.833,67","42,24",:,:,"81,60","13.062,30","32,63",:,"20.892,43","2.227,30","33,59",:,"1.756,54",:,:,"777,59",:,:,"5.026,57","1.264,01",:,:,"502,03"
2009-07,PT,:,"5,28",:,:,:,"887,72",:,:,:,"994,13","3.034,96","241,68",:,"7.301,23","334,50",:,:,"456,95",:,:,"4.018,37",:,:,"5.942,53",:,:,:,"2.073,07"
2009-07,RO,"2.553,73",:,"92,61",:,"141,44","364,64",:,:,:,"11,48","1.296,58","294,27","0,47","9.662,06",:,"14,65",:,"0,44",:,:,"521,79","68,48","27,82",:,:,:,"360,46","391,38"
2009-07,SE,:,"32,74",:,:,:,"373,38","4.003,64",:,:,:,"5.412,04","52,25","12,96","2.308,15","4.682,45","3,90",:,"14,46",:,:,"411,42","17,62",:,"345,07",:,:,:,"189,77"
2009-07,SI,"2.530,96","0,01",:,:,"38,30","9,32",:,:,:,:,"88,22","297,78","0,80",:,:,"155,04",:,:,:,:,"0,22",:,:,:,"487,48",:,"85,69","107,95"
2009-07,SK,"306,68",:,"64,50",:,"3.200,51","202,78","50,40",:,:,:,"3.541,03","402,70",:,"1.484,77","387,17","277,02",:,"0,69",:,:,"651,88","307,70","40,12","372,14","1.642,88",:,:,"235,76"
2009-07,UK,"152,61","150,83",:,"319,36","107,08","11.336,88","821,61",:,:,"835,59","50.200,54","8.382,59","1,19","83.034,26","9.150,60","1.140,60","59,33","129,98","0,00",:,"34.709,28","1.293,15","336,57","9.945,82","106,90",:,"39,56",:
2009-08,AT,:,"0,01","495,10","94,05","100,34","3.760,64","0,58",:,"6,84","18,70","7.419,52","77,14","0,29","49,38","4.036,92","1.194,37",:,"6,12",:,:,"2.346,59","35,89","10,40","398,05","466,28","0,06","78,68","2.463,31"
2009-08,BE,:,:,:,:,"3,52","372,50","12,47",:,:,"119,42","1.205,35","585,70",:,"3.470,01","3.372,43",:,:,"65,93",:,:,"16.145,25",:,"165,82","1.981,99","151,27",:,:,"369,39"
2009-08,BG,"4.621,86",:,:,:,"313,49","495,59","14,60",:,"4,04",:,"4.640,95","15,00",:,"1.955,57",:,"20,42",:,"63,17",:,:,"217,53","7,64",:,"715,17","9,80",:,"104,05",:
2009-08,CY,:,:,:,:,:,"124,62",:,:,"435,39",:,"87,15",:,:,"316,61",:,:,:,:,:,:,:,:,:,"79,66","543,91",:,:,"46,86"
2009-08,CZ,"107,22",:,"20,85",:,:,"11.111,82","70,68",:,:,:,"2.286,41","2,09",:,"4.061,90","616,83","393,88",:,"8,73",:,:,"2.006,33","893,68","20,50","1.088,54","531,54",:,"1.276,21","1.207,42"
2009-08,DE,"3.835,02","375,87","1.205,37","27,34","10.661,45",:,"177,87",:,:,"906,46","16.878,90","3.592,91","0,04","42.656,83","29.420,72","2.848,30","64,28","1.868,72",:,:,"34.426,69","516,47","300,35","8.624,47","2.949,15",:,:,"10.681,93"
2009-08,DK,"64,52","21,80","18,69",:,"118,22","2.952,37",:,:,:,"41,00","2.145,26","300,47",:,"5.055,38","2.872,70","134,74","0,35","4,17",:,:,"716,80",:,"159,78","329,56","13.723,84",:,"10,54","859,53"
2009-08,EE,:,:,:,:,:,:,"1,10",:,:,:,"1.919,91",:,:,:,:,:,"7,71","0,24","569,20",:,:,"8,83",:,:,"495,15",:,"291,69",:
2009-08,EL,"10.657,45",:,:,"20,58",:,"1.153,23","317,07",:,:,"1,25","17.535,68","419,68",:,:,:,"47,92",:,"320,11",:,:,"1.831,62","1,19",:,"30,80","0,15",:,:,"207,21"
2009-08,ES,:,:,:,:,"1.093,34","1.456,94","65,45",:,:,:,"15.471,48","908,02",:,"35.052,29","0,33","2.445,58",:,"268,96",:,:,"12.967,43","3,56","385,90","4.038,19","3,46",:,:,"13.348,50"
2009-08,FI,"15,70","25,98",:,:,:,"274,83","13,06","572,12",:,:,:,"158,79",:,"4.515,54","1.483,16","1.335,18",:,"1,36",:,:,"171,24",:,"0,46","1.123,63","2.927,07","67,22",:,"89,36"
2009-08,FR,:,"87,92",:,"25,97","340,64","2.186,12",:,:,:,"15,28","12.295,77",:,"2,91","11.962,07","8,98","137,66",:,"4.835,55",:,:,"74.643,37","134,20","132,53","3.392,15","1.378,69",:,"214,90","12.850,78"
2009-08,HR,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2009-08,HU,"3.503,16",:,:,:,"21,80","202,48",:,:,"1,32",:,"1.662,48","515,98","46,11",:,"706,85",:,:,"1,38",:,:,"85,17","550,58",:,"2.162,39","626,17","46,85",:,"198,78"
2009-08,IE,:,"4,84",:,:,:,"698,33",:,:,:,:,"8.672,97","201,00",:,"7.065,88",:,:,:,"1,96",:,:,"1.593,70",:,:,:,:,:,:,"4.616,76"
2009-08,IT,"233,61","112,39",:,:,"989,24","1.953,75","20,18",:,:,"0,12","22.556,56","776,28","9,41","17.897,69","6,57",:,:,"4.301,09",:,:,"26.215,38",:,:,"5.127,71","1,30","4,55",:,"7.924,19"
2009-08,LT,:,:,:,:,"6,72","750,43",:,:,:,:,"1.676,53",:,:,"620,51","189,00",:,:,:,"994,35",:,"75,65","3,89",:,"610,22","640,73",:,"4,64","73,66"
2009-08,LU,:,"1.585,17","645,72",:,"101,41","1.229,74",:,:,:,:,:,"230,30",:,"24,96","300,73","128,56",:,:,:,:,"1.566,60","1.314,23","12,41","1,32",:,:,:,"5,60"
2009-08,LV,:,:,:,:,:,"248,28",:,"293,51",:,:,"538,49",:,:,"1.324,86",:,:,"26,68",:,:,:,"13,22",:,:,:,"116,08",:,:,"12,99"
2009-08,MT,:,:,:,:,:,"19,14",:,:,"32,66",:,"91,38",:,:,"3,77","70,75","6,07",:,:,:,:,:,:,:,:,:,:,"6,52","7,66"
2009-08,NL,"1,70","8.643,27","0,13",:,"16,82","755,94","1,39",:,"0,29","5,98","13.715,25","1.091,39",:,"9.092,56","15.230,57","382,06","0,07","65,79","0,01","0,22",:,"0,56","201,72","1.614,76","2.248,19","0,13","0,13","6.100,44"
2009-08,PL,"7.214,71","3,99",:,:,"1.075,50","1.925,75","361,23",:,:,"64,94","5.271,92","43,93",:,"13.416,78","3.172,98","59,01",:,"328,38",:,:,"743,99",:,"47,11","3.740,27","73,46",:,"19,74","1.247,60"
2009-08,PT,:,"10,67",:,:,:,"619,72","0,01",:,"16,25","982,09","864,84","34,95",:,"5.074,88","727,50",:,:,"2,24",:,:,"2.892,80",:,:,"1.366,33","41,36",:,:,"453,09"
2009-08,RO,"2.739,30",:,"442,74","145,66","545,84","285,44","1,50",:,"0,31",:,"4.277,76","144,07",:,"8.516,69",:,"3,10",:,"17,44",:,:,"372,85","28,65","22,74",:,"0,07",:,"38,70","94,86"
2009-08,SE,:,:,:,:,:,"481,71","196,46",:,:,:,"3.925,53","55,83",:,"2.099,27","3.481,30",:,:,"307,41",:,:,"316,32","19,06",:,"335,29",:,:,:,"1.050,25"
2009-08,SI,"2.343,69",:,:,:,"285,30","90,80","3,81",:,:,:,"902,38","294,28",:,:,"14,60","225,62",:,:,:,:,:,"5,59",:,:,"554,51",:,:,"29,10"
2009-08,SK,"418,28",:,:,:,"2.619,12","204,41",:,:,:,:,"2.600,55","316,86",:,"631,40","83,25","758,13",:,"0,74",:,:,"818,00","6.436,37","5,40","4.207,92","1.569,03",:,:,"2.523,22"
2009-08,UK,"28,61","15,93","42,87","603,53","191,93","16.494,59","158,82",:,"46,34","199,42","44.921,29","6.561,79",:,"86.050,01","6.573,83","874,49",:,"230,11",:,:,"32.865,52","391,85","352,50","8.272,74","89,62",:,"116,50",:
2009-09,AT,:,:,"911,41",:,"889,34","3.792,76","0,60",:,:,:,"8.306,70","28,98",:,"153,40","4.305,78","3.057,00",:,"4,31",:,:,"3.270,88","7,10",:,"598,50","313,51","0,20","418,39","1.637,15"
2009-09,BE,:,:,:,:,:,"844,74",:,:,:,"4,57","832,16","99,74",:,"3.106,39","3.376,77","0,35",:,"25,77",:,:,"16.972,73",:,"46,54","1.093,08","794,73",:,:,"386,97"
2009-09,BG,"3.645,39","1,14",:,:,"302,18","370,34",:,:,"72,43","4,02","5.054,03","21,25",:,"521,06",:,"32,05",:,:,:,:,"115,17",:,:,"576,94",:,:,:,"161,74"
2009-09,CY,:,:,:,:,:,"49,47",:,:,"189,62",:,"62,22",:,:,"337,17",:,:,:,:,:,:,"76,35",:,"12,21","88,34","196,55",:,"5,00","4,23"
2009-09,CZ,"648,72",:,"32,22",:,:,"14.133,59","0,30",:,"0,24","40,32","2.675,42","4,38","195,32","5.265,67","1.464,50","2.178,83",:,"3,02",:,:,"1.909,89","1.352,66",:,"1.166,02","970,76",:,"1.207,78","1.052,33"
2009-09,DE,"5.049,59","294,71","455,37","614,10","10.276,57",:,"310,88",:,"92,90","84,66","33.239,72","5.924,17","0,04","70.755,56","30.429,01","2.320,44","15,02","1.756,82","0,12",:,"34.139,50","240,28","32,06","10.359,04","5.773,77","0,17","76,96","13.440,25"
2009-09,DK,"185,33","67,41",:,:,"58,52","3.532,40",:,:,:,"63,27","3.030,68","66,29",:,"6.439,66","7.055,19","132,33","0,47","8,38",:,:,"876,43",:,"245,68","593,47","19.871,25",:,"12,68","1.130,84"
2009-09,EE,:,:,:,:,"54,17","0,50",:,:,:,:,"1.857,53",:,:,:,:,:,"2,78",:,"891,39",:,:,"10,63",:,:,"124,95",:,"323,20",:
2009-09,EL,"11.240,51","7,05",:,:,"8,96","723,44","13,43",:,:,"1,20","14.256,96","1.084,79",:,"6,80",:,"51,56",:,"841,44",:,:,"2.248,62",:,"7,41","80,50","1,60",:,:,"415,44"
2009-09,ES,:,:,:,:,"512,10","12.353,71","0,93",:,:,:,"8.712,00","517,96",:,"37.993,59","14,17","1.894,86",:,"0,56",:,:,"28.356,59","2,77","542,12","5.912,82","202,65",:,:,"10.570,86"
2009-09,FI,"18,86","25,29",:,:,:,"224,26","32,93","1.106,68",:,:,:,"207,41",:,"5.490,97","1.739,25","9,34",:,"2,49",:,:,"74,03","0,34",:,"918,86","3.426,80",:,"28,85","39,12"
2009-09,FR,"0,27","210,29","72,69",:,"186,00","4.907,68","257,34",:,:,"219,65","15.305,22",:,:,"14.656,46","111,64","90,23",:,"11.901,49","2,69",:,"177.045,74","81,02","182,34","5.203,70","1.686,51","4,95","234,91","19.706,89"
2009-09,HR,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2009-09,HU,"4.515,36","43,23",:,:,"441,76","879,13",:,"6,62",:,"195,35","1.560,37","20,02","55,57",:,"1.208,61","1.335,96",:,"1,78","2,70",:,"382,71","601,94","0,12","2.021,03","45,56",:,"4,62","339,06"
2009-09,IE,:,:,:,:,"17,42","844,40",:,:,:,:,"18.535,17","1,17",:,"8.628,70",:,:,:,:,:,:,"1.455,37",:,:,:,:,:,:,"5.275,86"
2009-09,IT,"149,75","2,49",:,"292,70","1.757,99","2.848,83","1,65",:,:,:,"13.598,88","2.773,52",:,"20.696,18","8,92",:,:,"17.636,90",:,"71,92","19.290,48",:,"1.439,98","4.731,84","23,40","384,50","21,60","4.958,85"
2009-09,LT,:,:,:,:,"7,92","153,35",:,:,:,:,"1.534,39",:,:,"1.008,61","90,00",:,:,:,"585,31",:,"36,23","1,37",:,"1.221,92","388,82",:,"0,44","135,21"
2009-09,LU,:,"2.090,36","338,40","928,22",:,"3.178,17","379,08",:,:,:,:,"421,94",:,"24,96","43,84","246,54",:,:,:,:,"2.109,31","2.057,43","74,34",:,:,:,:,"604,81"
2009-09,LV,:,:,:,:,"10,01","332,49","0,07","323,09",:,:,"745,80","1,94",:,"1.152,87",:,:,"16,45",:,:,:,"121,78","0,30",:,:,"258,09",:,:,"23,63"
2009-09,MT,:,:,:,:,:,"17,09",:,:,"0,35",:,"13,15","12,91",:,"1,20","42,75","43,22",:,"42,75",:,:,:,:,:,:,:,:,:,"160,31"
2009-09,NL,"11,91","1.783,12","0,11",:,"253,32","1.304,48","49,98",:,"0,12","5,04","9.317,00","435,38",:,"14.456,14","14.891,91","426,11","0,04","190,23","0,21","0,10",:,"1,15","94,08","2.052,98","1.014,57","0,11","0,02","1.567,60"
2009-09,PL,"8.306,56","0,20",:,:,"1.902,27","2.048,90","141,95",:,:,"8,30","6.287,95","14,27",:,"18.112,34","1.117,18","15,47",:,"964,35",:,:,"996,11",:,"73,75","5.672,93","502,60",:,"13,06","1.320,67"
2009-09,PT,:,"33,50",:,:,"25,50","341,89","0,09",:,:,"480,56","1.564,21","32,33",:,"4.500,19","600,99",:,:,"423,17",:,:,"622,84",:,:,"3.761,73",:,:,:,"573,68"
2009-09,RO,"2.552,79",:,"80,95","123,71","273,33","573,07","3,75",:,"0,30","43,26","4.799,57","528,07",:,"13.860,28",:,"1,02",:,"1,81",:,:,"611,60","73,36","6,29",:,:,:,"19,81","138,28"
2009-09,SE,:,:,:,:,:,"381,22","6.139,29",:,:,:,"2.867,52","70,04",:,"2.940,73","11.565,67","1,40",:,"16,99",:,:,"1,32","15,58",:,"620,24",:,:,:,"372,88"
2009-09,SI,"2.816,39",:,:,:,"44,79","84,71",:,:,:,:,"600,05","396,55",:,:,"33,18","1.352,63",:,:,:,:,:,:,:,:,"535,56",:,:,"121,04"
2009-09,SK,"521,78",:,:,:,"12.542,21","295,03",:,:,:,:,"7.123,75",:,:,"1.341,37","504,00","742,49",:,"2,47",:,:,"821,59","2.381,67","35,39","668,60","2.691,45",:,:,"427,83"
2009-09,UK,"533,67","214,48",:,"8,51","128,94","41.039,59","280,73",:,"4,05","1.395,15","10.531,44","12.043,26",:,"76.718,50","5.574,87","307,99",:,"1.250,81",:,:,"40.269,47","363,12","281,42","9.793,83","53,62",:,:,:
2009-10,AT,:,:,"52,57",:,"922,21","4.029,78","0,47",:,:,:,"10.356,31","79,52","70,42","95,19","6.819,50","3.232,82",:,"263,91",:,:,"4.017,25","85,15","146,82","282,49","1.314,41","0,15","32,47","1.618,05"
2009-10,BE,"5,04",:,:,"49,60","209,07","1.058,89","126,18",:,:,:,"620,42","263,52",:,"4.784,18","11.555,43","0,74",:,"18,88",:,:,"15.119,24",:,"72,40","1.336,47","212,43",:,:,"861,26"
2009-10,BG,"3.310,42",:,:,:,"364,16","483,84","1,20",:,"327,86","4,75","6.099,74","25,17",:,"3.054,71",:,"28,65",:,:,"3,65",:,"516,45","14,56","6,96","773,48",:,:,"170,23","86,99"
2009-10,CY,:,:,:,:,:,"81,32",:,:,"168,92","3,75","62,84",:,:,"198,83",:,"2,21",:,:,:,:,"4,64",:,"44,32","66,01","465,93",:,:,"58,82"
2009-10,CZ,"856,37",:,:,"421,22",:,"12.077,06","402,86",:,"1,41","13,95","1.864,53","40,44","7,47","4.405,35","773,00","1.793,68","1,22",:,:,:,"782,62","231,57",:,"1.513,07","1.297,18",:,"1.438,80","1.016,41"
2009-10,DE,"6.316,80","219,55","617,59","876,64","15.394,98",:,"7,98","80,09","27,72","17,20","21.610,92","3.182,19",:,"59.552,32","68.617,51","3.840,61","119,33","673,54",:,:,"35.704,05","104,79","147,21","13.971,36","1.238,76",:,"51,56","30.829,74"
2009-10,DK,"260,79","27,87",:,:,"167,80","2.448,62",:,"2,98",:,"14,53","3.707,62","398,43",:,"5.912,94","8.676,78","134,43","0,12",:,:,:,"888,38","12,19","159,65","1.267,58","16.593,11",:,"5,04","1.066,46"
2009-10,EE,:,:,:,:,"21,65",:,:,:,:,:,"1.344,60",:,:,:,"90,00",:,"7,30",:,"452,19",:,:,"4,81",:,:,"301,09",:,"341,94",:
2009-10,EL,"10.432,56",:,:,:,:,"298,41",:,:,:,:,"10.352,37","265,14",:,"0,14",:,"72,71",:,"4.618,63",:,:,"369,23",:,:,:,"7,76",:,:,"321,51"
2009-10,ES,:,:,:,:,"474,78","23.991,18","4,20",:,:,:,"2.282,18","607,60",:,"30.361,54","2.676,91","2.821,85",:,"62,23",:,:,"22.953,76","1,52","366,20","7.427,09",:,:,:,"7.797,59"
2009-10,FI,"29,61","7,60",:,:,:,"193,21","41,21","1.408,37",:,"40,98",:,"53,12",:,"4.435,69","1.743,75","33,12",:,:,:,:,"96,84","0,15","0,43","1.558,12","4.925,69",:,"12,04","93,17"
2009-10,FR,:,"312,61","89,83",:,"114,34","14.915,58","134,14",:,"1,11","333,30","9.469,66",:,:,"21.520,42","89,41","134,59",:,"179,36",:,:,"128.217,22","28,23","202,84","7.756,91","996,40","9,48","36,01","24.094,65"
2009-10,HR,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2009-10,HU,"2.337,46","0,74",:,:,"1.330,12","1.275,30",:,:,:,"24,08","2.235,69","112,58","65,15",:,"760,53","15,69","2,00",:,:,:,"172,11",:,"0,50","3.829,52","476,10",:,"39,24","686,57"
2009-10,IE,:,"8,01",:,:,:,"765,70",:,:,:,:,"12.108,94","317,60",:,"8.923,45",:,:,:,"0,27",:,:,"1.417,42",:,:,:,:,:,:,"4.719,13"
2009-10,IT,"707,39","3,47",:,:,:,"3.131,30","1,65","5,27",:,"0,57","17.786,82","2.046,08","9,90","27.259,00","6,27",:,:,"46.451,63",:,:,"53.619,80",:,:,"13.620,77","1,45","350,43","821,31","5.357,11"
2009-10,LT,:,:,:,:,"19,08","1.116,87","0,48","0,50",:,:,"935,44",:,:,"796,09","108,00","2,91",:,:,"1.425,19",:,"87,76","0,37",:,"1.030,22","177,86",:,"2,47","691,30"
2009-10,LU,"0,29","2.032,89","443,27","372,00",:,"2.104,13",:,:,:,"48,59",:,"680,00",:,"51,88","19,41","581,86",:,:,:,:,"1.451,45","2.534,19","128,27",:,:,:,"139,78","498,70"
2009-10,LV,:,:,:,:,"41,35","341,63",:,:,:,:,"411,06",:,:,"1.060,81",:,:,"26,79",:,:,:,"82,74","0,28",:,:,"498,95",:,:,"70,05"
2009-10,MT,:,:,:,:,:,"24,85",:,:,:,:,"39,98","14,81",:,"20,75",:,"40,06",:,:,:,:,"85,50",:,:,:,:,:,"2,23","98,48"
2009-10,NL,"0,26","10.317,59","0,11",:,"13,57","924,96","3,25",:,"0,15","3,30","4.283,12","656,53",:,"11.850,91","19.074,22","419,57","0,26","0,04","0,01","0,10",:,"0,53","49,84","1.625,33","2.398,40","0,03","0,05","4.605,47"
2009-10,PL,"9.691,55","0,07","20,32",:,"2.336,64","7.095,29","159,19",:,:,:,"12.664,80","20,77",:,"34.075,30","3.422,01","1,25","2,41","1.853,50",:,:,"988,73",:,:,"11.260,99","4.879,75",:,"119,29","1.259,69"
2009-10,PT,:,:,"55,21",:,:,"3.481,31",:,:,:,"24,53","1.322,18","47,95",:,"12.119,91",:,:,:,"92,25",:,:,"643,03",:,:,"4.643,88","221,51",:,:,"730,74"
2009-10,RO,"3.693,43",:,"127,36","259,65","176,54","599,44",:,:,"0,49",:,"1.594,27","714,73",:,"10.692,99",:,"1.507,85",:,"2,70",:,:,"902,29","28,38","36,81",:,"458,11",:,:,"9,46"
2009-10,SE,"4,61",:,:,:,:,"486,53","5.815,91",:,:,:,"5.265,94","67,29",:,"7.555,85","9.573,69","3,39",:,:,:,:,"19,60","20,32",:,"1.830,56",:,:,:,"781,13"
2009-10,SI,"4.268,27","0,04",:,:,"122,02","187,36","0,21",:,:,:,"572,35","139,79",:,"0,18","7,84","1.829,99",:,:,:,:,"0,16",:,:,:,"903,42",:,:,"182,72"
2009-10,SK,"307,08","0,10","24,73",:,"6.404,44","3.079,37",:,:,:,:,"4.696,66","22,07",:,"5.409,84","1.680,50","939,72",:,:,:,:,"44,20","225,04","6,53","70,97","3.710,06",:,:,"471,87"
2009-10,UK,"5,99","194,04",:,"1.236,67","41,24","29.323,11","298,41",:,"101,58","276,37","20.055,15","5.429,45",:,"81.512,20","10.764,60","439,05",:,"94,38",:,:,"43.922,40","150,57","361,78","17.715,62","82,91","7,48",:,:
2009-11,AT,:,"0,12","81,80",:,"518,38","3.986,51","349,68",:,"6,32",:,"12.725,90","176,47",:,"51,59","7.024,97","1.802,97",:,"203,61",:,:,"4.263,61","88,96",:,"671,21","1.026,22",:,"58,31","1.504,23"
2009-11,BE,"79,42",:,:,"70,37",:,"1.245,43",:,:,:,"77,88","1.996,29","563,98",:,"3.468,46","7.721,63","1,90",:,"38,48",:,:,"19.066,75",:,"100,86","947,19","362,39",:,:,"333,33"
