PERIOD,PARTNER,AT,BE,BG,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,MT,NL,PL,PT,RO,SE,SI,SK,UK
2009-09,NL,"79,65","1.258,43","0,42",:,"407,58","10.363,59","1.131,82",:,:,"6,90","8.841,95","2.131,67",:,"11.763,48","75,08","256,42","0,15","317,66",:,"4,88",:,"285,91","303,92","1.691,58","6,40",:,"126,45","4.559,83"
2009-09,PL,"8.219,35",:,:,:,"94,47","508,36","13,07",:,:,"8,09","6.415,52","14,01",:,"18.783,35","1,03","520,82",:,"1.848,97",:,:,"2.465,33",:,"78,92","4.138,06","0,78",:,"235,40","451,70"
2009-09,PT,"328,34","9,76",:,:,:,"1.105,31",:,:,:,"72,49","1.563,44","1.046,69",:,"4.007,20",:,"192,44",:,"603,42",:,:,"2.060,28",:,:,"2.774,57","0,05",:,:,"483,42"
2009-09,RO,"3.622,28",:,"536,40",:,"34,41","1.387,49","657,10",:,:,"43,13","4.513,68","897,93",:,"10.008,36",:,"24,86",:,"1.014,43",:,:,"382,38","52,88","15,65",:,:,:,"6.239,31","587,10"
2009-09,SE,"36,30","97,80",:,:,:,"1.044,67","1.159,08",:,:,"179,47","1.238,52","136,11",:,"2.292,60",:,"1,33",:,"8.419,32",:,:,"15.972,30","0,71","8,91","1.220,80",:,:,"301,51","153,34"
2009-09,SI,"803,27","5,58",:,:,"10,45","1.061,63",:,:,:,"155,37","650,52","190,41",:,"480,97",:,"1.275,73",:,:,:,:,"38,95",:,:,"259,61",:,:,:,"39,37"
2009-09,SK,"3.928,22",:,:,:,"4.078,43","1.036,80","23,21",:,:,:,"1.342,93","6,57",:,"4.150,82",:,"216,08",:,"247,25",:,:,"1.103,47","538,01","14,13","1.158,60",:,:,:,"142,61"
2009-09,UK,"1.789,01","738,61",:,:,"305,59","24.581,23","2.900,55",:,:,"1.315,43","30.719,56","12.200,35",:,"80.512,36","6.146,94","236,45","0,05","58.143,14",:,"10,35","45.203,20","438,40","478,02","6.701,31","13,29",:,"6,12",:
2009-10,AT,:,"10,52","33,10",:,"151,18","2.664,16","8,05",:,:,:,"1.089,05","145,88",:,"3.845,53",:,"4.872,72",:,"5.225,74",:,:,"4.568,30","75,31",:,"3.200,40","3,43",:,"278,42","491,17"
2009-10,BE,"176,27",:,:,:,:,"1.831,75","19,08",:,:,:,"654,94","603,95",:,"7.033,29",:,"20,01",:,"1.127,04",:,:,"24.510,59",:,:,"1.576,17","27,72",:,"8,90","883,74"
2009-10,BG,"2.131,64",:,:,:,"124,13","1.040,87","3,09",:,:,:,"824,41","75,43",:,"4.352,25",:,"2,00",:,"286,11","23,05",:,"439,62","6,02",:,"2.494,16",:,:,"0,40","352,14"
2009-10,CY,"519,10",:,:,:,"305,00","466,31","160,28",:,"1.614,52","310,05","61,02","94,50",:,"186,99",:,"198,00",:,"157,90",:,:,"6,62","19,58",:,"33,62",:,:,"6,12","3.373,69"
2009-10,CZ,"8.393,88",:,:,:,:,"17.136,88","423,19",:,:,"49,49","1.817,26","118,69",:,"3.021,19",:,"1.075,72",:,"2.608,40","95,97",:,"76,84","378,68",:,"1.167,02","1,61","1,42","5.748,47","543,14"
2009-10,DE,"4.379,09","209,45","313,17",:,"15.880,79",:,"645,58","120,03","8,89","138,77","11.081,26","8.286,94",:,"41.607,50","223,69","2.895,07","245,59","1.272,67",:,:,"95.553,43","375,89","92,00","10.281,06","10,71",:,"34,88","11.071,80"
2009-10,DK,"426,19",:,:,:,"334,43","3.704,24",:,:,:,"169,85","2.014,22","379,10",:,"7.114,56",:,"340,63","0,08",:,:,:,"7.258,35","142,64","47,51","1.094,01","16.174,49",:,"24,00","3.591,84"
2009-10,EE,:,:,:,:,:,"22,66",:,:,:,:,"342,75","2,12",:,"353,15",:,:,"10,98",:,"465,30",:,"0,73","0,48",:,"338,73","335,42",:,"342,90","189,54"
2009-10,EL,"10.751,58",:,"0,16","41,23","0,63","2.344,73","169,07",:,:,"3,84","2.456,04","549,67",:,"4.140,30",:,"0,24","0,07","6.718,14",:,:,"391,25",:,:,"1.595,34",:,:,"121,22","329,82"
2009-10,ES,:,"33,93","4,40",:,"146,56","24.903,85","370,22",:,"17,50",:,"2.296,82","2.814,90",:,"36.590,40","18,93","2.374,89","0,09","52,77",:,:,"26.459,63","41,96","2.531,00","7.378,59","2,64",:,:,"762,77"
2009-10,FI,:,"22,75",:,:,"73,16","158,76","99,98","133,19",:,:,:,"17,17",:,"4.466,69",:,:,"70,17","29,40",:,:,"4.352,24",:,"46,97","1.673,03","3.117,05",:,"12,47","3,93"
2009-10,FR,"8,78","92,23","35,81",:,"136,07","14.051,38","350,61","30,80",:,"721,89","9.401,11",:,:,"34.506,98","0,28","238,12","2,67","1.059,91",:,"8,55","159.272,20","136,00","185,36","7.195,10","78,08",:,"36,05","6.872,02"
2009-10,HR,"14,28",:,:,:,"68,05",:,:,:,:,:,"854,48",:,:,"4.141,59",:,:,:,:,:,:,"335,08","8,09",:,"904,12","0,30",:,:,"3,46"
2009-10,HU,"9.737,35","0,38","5,61",:,"153,17","1.287,78",:,:,"191,32","0,78","4.704,31","706,17",:,:,:,"71,87",:,:,:,:,"911,09","136,94","92,53","2.285,35","0,38",:,"231,66","376,44"
2009-10,IE,:,"9,03",:,:,:,"4.963,35","16,54",:,:,:,"7.206,59","186,73",:,"9.926,71",:,"0,11",:,"3.103,42",:,:,"1.300,86",:,:,"1.562,44",:,:,"6,69","8.119,57"
2009-10,IT,"3.305,88","1.112,25","246,30",:,"11.284,33","11.373,05","232,61","337,22",:,"1.711,61","17.684,50","5.568,44",:,"24.773,36","0,77",:,:,"112.597,23","14,89",:,"25.653,90","1.448,00","566,20","12.667,26","10,30","1.465,95","4.770,95","15.300,92"
2009-10,LT,:,:,:,:,"44,40","789,34","3,90","0,50",:,:,"214,40","0,20",:,"542,96",:,"2,21",:,:,"1.492,74",:,"445,42","9,24",:,"701,61","195,25",:,:,"482,17"
2009-10,LU,:,"2.162,82","166,98",:,"473,20","1.896,46","7,62",:,:,"46,73","3,01","690,96",:,"96,78",:,"774,40",:,:,:,:,"1.490,34","1.379,59","39,47",:,:,:,:,"457,75"
2009-10,LV,:,:,:,:,"110,26","337,69","5,04","1,39",:,:,"215,79","2,01",:,"468,89",:,"6,55","1.545,81",:,:,:,"44,73","3,02",:,"159,36","498,67",:,:,"68,82"
2009-10,MT,"126,71","0,39",:,:,:,:,:,:,:,:,"9,62","30,02",:,"56,56",:,"61,71",:,:,:,:,"127,30",:,:,"11,07","0,58",:,:,"2,37"
2009-10,NL,"111,80","1.317,40","0,99",:,"243,53","7.650,04","1.597,17",:,"20,70","5,54","3.981,99","5.472,70",:,"9.744,03","71,38","658,51","2,69","388,95",:,"6,60",:,"159,86","127,09","1.494,91","12,93",:,"31,46","4.873,01"
2009-10,PL,"15.656,49",:,"20,00",:,"339,20","7.240,89","13,60",:,:,:,"12.192,53","32,99",:,"44.689,32","1,54","440,65",:,"1.815,44",:,:,"5.720,41",:,"31,39","7.445,68","0,77",:,"215,43","392,06"
2009-10,PT,"172,82","37,42",:,:,:,"3.799,00","19,66",:,:,"101,20","1.320,87","1.219,08",:,"8.335,52",:,"7,63",:,"285,89",:,:,"3.837,85",:,:,"3.049,63","0,07",:,:,"516,85"
2009-10,RO,"4.196,69",:,"309,12",:,"71,03","2.217,80","276,03",:,:,:,"1.498,42","1.358,15",:,"8.605,79",:,"61,34",:,"530,56","17,15",:,"1.041,72","28,68","17,96",:,:,:,"6.646,42","748,97"
2009-10,SE,:,"3,21",:,:,"0,40","731,78","1.184,57","0,53",:,"169,45","3.731,89","55,28",:,"2.859,09",:,"5,68",:,:,:,:,"24.700,63","0,60",:,"1.187,15",:,:,"64,80","320,45"
2009-10,SI,"1.770,82",:,:,:,"61,61","922,16",:,:,:,:,"626,82","70,09",:,"777,38",:,"1.880,17","0,15","19,60",:,:,"29,74",:,:,"312,59","117,94",:,:,"158,15"
2009-10,SK,"8.188,89",:,"32,72",:,"5.881,63","1.166,60","11,17",:,"163,35",:,"2.880,74","18,96",:,"5.799,46",:,"1.038,58","0,08",:,:,:,"1.456,56","99,87","37,65","1.350,56",:,:,:,"242,49"
2009-10,UK,"5,67","1.712,76",:,:,"446,49","26.157,12","2.760,32",:,"103,48","210,04","20.598,63","12.710,85",:,"83.304,21","10.465,08","718,46",:,"109.134,54",:,"0,90","54.872,68","260,69","489,54","12.216,77","87,49","22,68","0,21",:
2009-11,AT,:,"0,12",:,:,"68,53","5.161,78","10,81",:,:,:,"3.402,56","263,46",:,"4.784,26",:,"4.308,28",:,"4.897,36",:,:,"4.339,79","114,63",:,"3.304,31","9,60",:,"296,19","486,93"
2009-11,BE,"122,48",:,:,:,"196,72","666,14","10,78","696,89",:,:,"1.229,24","783,85",:,"21.660,26",:,"0,89",:,"471,33",:,:,"24.675,97",:,:,"1.286,08","42,33",:,"140,95","1.655,19"
2009-11,BG,"5.153,48",:,:,:,"16,29","1.853,42","1,91",:,"493,66",:,"2.411,28","373,18",:,"3.125,72",:,"5,62","0,18","34,65",:,:,"910,95","60,53",:,"2.373,43",:,"18,62",:,"184,26"
2009-11,CY,"387,20",:,:,:,"261,88","219,81","153,80",:,"3.310,33",:,"118,89","119,71",:,"121,82",:,"775,90",:,:,:,:,"9,61","134,75",:,"67,27",:,:,"15,88","2.711,70"
2009-11,CZ,"11.276,64","26,29",:,:,:,"15.294,78","417,38",:,:,:,"2.951,16","194,89",:,"2.969,84",:,"1.853,28","0,19","6.007,57","88,75",:,"61,39","428,54",:,"1.338,15",:,"0,19","7.410,91","801,48"
2009-11,DE,"4.693,12","597,42","940,86","0,10","15.626,15",:,"559,94",:,"42,56","36,99","10.694,99","7.883,33",:,"38.533,40","12,30","4.420,91","325,82","1.819,46","7,04",:,"92.434,45","420,91","110,98","8.216,10","49,17","38,90","291,34","11.921,55"
2009-11,DK,"0,08","4,84",:,:,"190,22","1.099,34",:,"245,87",:,:,"2.987,36","65,28",:,"3.750,53",:,"1.542,02",:,"465,70",:,:,"2.311,57","466,50",:,"743,51","19.264,82",:,:,"1.387,93"
2009-11,EE,:,:,:,:,:,"56,76","0,41",:,:,:,"368,86","2,18",:,"252,60",:,"2,69","21,98",:,"440,93",:,"1,69",:,:,"259,92","370,60",:,"8,98","219,72"
2009-11,EL,"17.032,55","4,76","0,67","340,28",:,"967,10","61,20",:,:,"8,16","4.628,52","803,89",:,"5.398,04",:,"0,80",:,"9.361,82",:,:,"122,87","90,36",:,"1.531,27",:,:,"88,14","86,92"
2009-11,ES,"177,77","30,75","209,26",:,"185,65","960,27","123,92","0,46",:,:,"14.821,98","5.333,05",:,"58.246,66",:,"3.166,29",:,"18,12",:,:,"38.077,71","9,97","2.822,05","7.185,49","0,89",:,:,"4.596,60"
2009-11,FI,:,"4,05",:,:,:,"179,40","89,28","242,15",:,:,:,"45,62",:,"5.213,03",:,:,"30,56",:,:,:,"7.394,72","0,37",:,"1.759,96","5.177,63",:,"24,40","32,93"
2009-11,FR,:,"133,57","89,60",:,"133,77","3.048,25","241,92","23,63",:,"113,50","13.675,92",:,:,"50.098,51","129,16","1.652,81",:,"1.499,74",:,:,"238.999,13","51,62","144,31","3.996,04","104,40",:,"44,00","13.049,34"
2009-11,HR,"88,36",:,:,:,"203,10","1,53",:,:,:,:,"1.115,18",:,:,"6.104,20",:,:,:,:,:,:,"1.942,02",:,:,"1.407,11","15,02","0,66",:,:
2009-11,HU,"17.169,42",:,"2,16",:,"107,61","163,32",:,:,"332,12","0,26","4.031,04","719,46",:,:,:,"123,48","0,07",:,:,:,"3.328,24","27,00","38,63","3.094,19","0,26",:,"856,20","172,31"
2009-11,IE,:,"26,75",:,:,:,"22,14","11,93",:,:,:,"6.662,25","440,23",:,"8.261,20",:,:,:,"4.336,94",:,:,"3.394,41","0,87",:,"1.615,00",:,:,"0,18","12.408,65"
2009-11,IT,"2.046,08","263,06","288,16",:,"12.684,55","4.883,11","101,49","289,26",:,"2.519,03","31.059,96","7.114,11",:,"34.058,08",:,:,"4,35","64.192,24",:,:,"27.459,39","1.761,03","357,20","14.382,67","2,14","3.163,66","2.195,32","6.802,39"
2009-11,LT,:,:,:,:,"52,85","1.223,06",:,:,:,:,"486,86","0,50",:,"536,76",:,:,:,:,"1.418,60",:,"186,01","1,06",:,"1.094,06","135,47",:,:,"273,31"
2009-11,LU,:,"860,73","882,40",:,"40,45","1.624,69","6,20",:,:,"128,10",:,"765,61",:,"75,05",:,"482,59",:,:,:,:,"3.894,22","1.270,03","72,08","3,38",:,:,:,"286,00"
2009-11,LV,:,"128,73",:,:,"95,20","144,29","6,27",:,:,:,"115,21","0,50",:,"475,00",:,"65,35","688,25",:,:,:,"120,69",:,"1,72","396,04","351,85",:,:,"128,61"
2009-11,MT,"193,64","0,35",:,:,:,"0,06",:,:,:,:,"86,74","55,05",:,"181,34",:,"162,87",:,:,:,:,"212,08",:,:,"62,32",:,:,:,"968,58"
2009-11,NL,"99,58","1.495,65","0,81",:,"433,86","5.377,48","751,06",:,"129,10","5,85","4.756,87","9.786,57",:,"9.579,65","87,30","2.685,57","0,10","9,94",:,"3,23",:,"52,79","237,56","1.291,51","10,42","0,48","144,55","4.685,82"
2009-11,PL,"23.583,34","0,65",:,:,"216,65","445,76","12,61",:,:,"22,60","8.855,07","32,93",:,"11.071,03",:,"441,54","0,60","1.482,37",:,:,"6.620,58",:,"14,32","6.464,13","0,81",:,"156,76","184,89"
2009-11,PT,:,"41,81",:,:,:,"481,62","30,54",:,:,"309,64","4.120,72","970,42",:,"3.971,13",:,"1,67",:,"694,50",:,:,"4.670,52",:,:,"3.062,38","0,30",:,"23,00","297,77"
2009-11,RO,"4.365,14",:,"96,71",:,"322,69","513,22","464,38",:,:,"0,81","4.277,19","1.130,44",:,"8.000,65",:,"49,89",:,"512,35","40,40",:,"1.386,21",:,"18,80",:,"1,36",:,"2.143,31","287,14"
2009-11,SE,"19,04","18,22",:,:,:,"335,48","5.476,23",:,:,"338,55","9.767,28","403,86",:,"1.874,80",:,"41,31",:,:,:,:,"37.722,27",:,:,"2.041,65",:,:,"186,22","204,96"
2009-11,SI,"2.119,35",:,:,:,"17,04","637,72","1,19",:,:,:,"1.646,70","249,96",:,"889,71",:,"3.410,76",:,:,:,:,"25,72",:,:,"194,38","4,18",:,:,"43,80"
2009-11,SK,"5.958,38",:,"492,06",:,"3.924,17","1.260,70","10,73",:,:,"1,98","5.555,49","39,73",:,"5.973,27",:,"1.968,78",:,:,:,:,"2.010,47","210,49","25,40","2.157,45",:,:,:,"234,09"
2009-11,UK,"20,13","1.388,79",:,:,"163,00","3.476,70","1.645,87",:,:,"28,72","32.360,60","9.312,62",:,"121.819,26","1.791,45","636,83","0,06","74.031,05",:,"8,32","54.960,81","2.252,23","232,04","6.648,40","55,62",:,"25,81",:
2009-12,AT,:,"81,26","202,79",:,"64,85","4.433,17","1,97",:,"1,26","0,25","2.279,08","292,67",:,"3.236,88",:,"4.789,23",:,"312,46",:,:,"4.485,86","176,10",:,"3.024,80","2,53",:,"237,80","211,04"
2009-12,BE,"329,47",:,:,:,:,"1.989,08","15,94","215,27",:,:,"1.514,30","679,24",:,"4.060,40",:,"1,85",:,"525,84",:,:,"22.371,47",:,:,"978,47","64,10",:,"58,15","1.142,93"
2009-12,BG,"4.867,40",:,:,:,"117,93","1.351,48","1,43",:,"9,72",:,"98,29","149,89",:,"994,16",:,"4,93","89,12","48,69",:,:,"16,68",:,:,"1.603,81",:,"8,15",:,"405,60"
2009-12,CY,"826,63",:,:,:,"2.612,74","627,87","157,07",:,"2.327,16","328,75","59,73","621,36",:,"88,30",:,"132,65",:,:,:,:,"30,22","79,13",:,"79,64",:,:,"58,53","4.144,94"
2009-12,CZ,"7.219,33",:,:,:,:,"14.376,10","367,42",:,:,:,"1.841,46","25,55",:,"2.618,24",:,"3.089,74",:,"1.059,99","91,55",:,"128,82","1.157,15",:,"740,10","244,67",:,"15.079,08","971,07"
2009-12,DE,"6.125,42","142,78","405,39",:,"12.847,47",:,"401,16","30,58","217,57","305,59","10.839,94","5.782,75",:,"25.196,44","42,02","3.575,53","522,21","1.480,61","17,58",:,"48.787,42","431,92","101,16","3.194,23","13,66","0,04","193,09","11.438,87"
2009-12,DK,:,"5,58",:,:,"219,21","1.640,18",:,:,:,:,"1.939,67","34,66",:,"5.537,28",:,"307,18",:,"31,46",:,:,"245,51","58,94","18,69","637,35","25.222,31",:,:,"300,54"
2009-12,EE,:,:,:,:,"257,24","136,71",:,:,:,:,"450,99","2,01",:,"384,31",:,"8,56","37,55",:,"576,51",:,"1,92",:,:,"217,64","602,02",:,"2,48","185,85"
2009-12,EL,"13.942,94","0,06",:,"477,47",:,"7.045,00","56,11",:,:,"10,13","576,02","212,40",:,"2.479,11",:,"1,36",:,"1.487,97",:,:,"2.011,08",:,:,"585,49",:,"1,01","173,68","144,72"
2009-12,ES,:,"1,76","0,85",:,"193,11","29.528,60","584,84",:,:,:,"3.741,64","4.329,22",:,"62.706,71",:,"3.023,36",:,"45,37",:,:,"44.594,92","285,18","2.518,76","8.957,38","0,23",:,:,"6.305,32"
2009-12,FI,:,"0,35",:,:,"18,95","220,93","108,80","129,27",:,:,:,"546,13",:,"5.043,25",:,:,"5,89",:,:,:,"3.724,56",:,"183,37","1.244,08","5.067,51",:,"32,75","72,80"
2009-12,FR,"406,24","165,46","73,92",:,"187,99","18.441,68","235,88","86,53","0,84","176,00","12.484,25",:,:,"40.019,56","0,37","291,80","0,07","208,10",:,:,"97.812,58","688,74","81,98","3.870,09","41,05",:,"112,75","6.449,73"
2009-12,HR,"188,10",:,:,:,"124,51","53,93","0,60",:,:,:,"708,89","2,97",:,"1.269,45",:,:,:,:,:,:,"301,95","3,48",:,"409,20","0,79","10,09",:,"3,18"
2009-12,HU,"11.062,04","1,05","1,69",:,"53,68","4.042,80","86,98",:,"413,98","0,13","1.327,28","974,51",:,:,:,"188,85",:,:,:,:,"430,06","91,58","125,98","1.184,60","1,25",:,"635,49","232,75"
2009-12,IE,:,:,:,:,"31,87","4.607,13","7,56",:,:,:,"3.773,94","258,02",:,"3.531,66",:,:,:,"1.862,19",:,:,"1.966,06",:,:,"556,89",:,:,"0,19","13.189,96"
2009-12,IT,"1.810,52","64,78","575,07",:,"9.389,22","13.617,33","120,29",:,:,"2.116,44","5.189,02","8.775,92",:,"28.651,29",:,:,"302,42","10.639,18",:,"4,80","13.941,72","1.637,92","520,92","10.318,66","1,76","3.747,41","2.237,83","4.991,88"
2009-12,LT,:,"3,62",:,:,"15,24","787,58","1,98","0,11",:,:,"177,36",:,:,"487,79",:,"8,87",:,:,"1.311,96",:,"194,53","302,04",:,"673,36","64,20",:,"414,75","44,84"
2009-12,LU,:,"854,75","955,61",:,:,"1.744,28","4,77",:,:,:,"11,07","402,42",:,"66,07",:,"78,23",:,:,:,:,"488,58","836,30","193,57",:,:,:,:,"195,06"
2009-12,LV,:,:,:,:,"104,82","198,01",:,"0,09",:,:,"78,33","1,20",:,"129,02",:,"3,50","357,16",:,:,:,"117,07",:,:,"111,29","70,59",:,:,"91,80"
2009-12,MT,:,:,:,:,:,"4,28",:,:,"0,01",:,"21,65","107,66",:,"20,33",:,"139,64",:,:,:,:,"43,69",:,:,"31,05",:,:,:,"312,57"
2009-12,NL,"56,76","2.158,13",:,:,"460,89","7.371,89","2.382,13",:,"230,44","27,92","8.381,13","8.619,33",:,"12.094,55",:,"1.371,28","0,08","0,02",:,"2,70",:,"75,86","178,56","1.063,76","22,63",:,"134,62","7.755,15"
2009-12,PL,"7.764,40",:,"2,10",:,"540,45","7.986,40","17,92",:,:,:,"9.014,84","20,14",:,"7.523,94",:,"171,34","63,42","753,24",:,:,"1.307,80",:,"12,70","3.666,66","1,13",:,"544,33","1.180,56"
2009-12,PT,"30,17",:,:,:,:,"5.935,60",:,:,:,"292,97","3.330,07","3.162,25",:,"4.814,27",:,"15,43",:,"211,09",:,:,"2.077,40",:,:,"1.750,89","0,07",:,:,"488,43"
2009-12,RO,"2.852,94","52,02","94,60",:,"282,35","10.882,71","244,91",:,:,:,"599,58","879,67",:,"4.835,29",:,"2.033,25",:,"763,90",:,:,"1.012,39","108,73","107,31",:,:,:,"3.874,35","596,09"
2009-12,SE,"127,21","53,94",:,:,"0,22","769,42","3.889,80",:,:,:,"4.471,90","244,94",:,"2.138,26",:,"5,21","0,12",:,:,:,"19.393,99",:,:,"1.318,63",:,:,"328,19","153,12"
2009-12,SI,"1.361,81","9,12","8,20",:,"2,58","912,95",:,:,:,:,"961,57","0,55",:,"117,25",:,"1.997,15",:,:,:,:,"32,76",:,:,"189,61",:,:,"1,98","3,91"
2009-12,SK,"5.796,37",:,"65,35",:,"5.605,85","2.344,15","11,91","3.305,64",:,"7,73","1.791,35","14,17",:,"6.377,47",:,"2.281,59",:,"97,00",:,:,"1.039,13","944,81","51,88","2.273,98",:,:,:,"165,09"
2009-12,UK,"8.204,19","87,02",:,:,"135,62","31.885,05","2.167,92",:,"178,35","126,38","20.601,09","8.526,37",:,"118.518,24","4.686,59","277,12",:,"70.906,84",:,"9,38","30.709,23","3.130,56","166,03","5.433,99","271,80",:,"248,47",:
2010-01,AT,:,:,"202,40",:,"4.618,87","3.747,72",:,:,"13,70",:,"1.200,43","254,62",:,"4.456,72",:,"3.906,37",:,"46,75",:,:,"4.951,20","13,72",:,"2.998,08","2,61",:,"223,28","860,41"
2010-01,BE,:,:,"37,20",:,"0,23","2.099,80","118,02",:,:,"2,30","374,18","933,73",:,"5.367,05",:,"7,94",:,"603,61",:,:,"19.911,94",:,:,"1.680,51","34,27",:,"6,47","388,00"
2010-01,BG,"4.083,53",:,:,:,"457,32","2.453,08","8,53",:,:,:,"539,75","102,18",:,"1.548,37",:,"1,96",:,:,"24,99",:,"55,37","77,40",:,"1.148,80",:,"495,15","31,68","222,53"
2010-01,CY,"218,80",:,:,:,"334,15","425,86","133,64",:,"1.979,07",:,:,"635,93",:,"171,11",:,"125,73",:,"108,30",:,:,"4,02","30,19",:,:,:,:,"5,22","1.107,46"
2010-01,CZ,"5.854,77",:,"92,00",:,:,"14.089,28","260,86",:,"710,00",:,"1.737,46","53,36",:,"4.738,91",:,"1.330,43",:,"406,81","3,61",:,"91,06","798,51",:,"1.066,23","703,32",:,"10.327,83","841,36"
2010-01,DE,"4.134,23","8,85","611,16",:,"31.381,79",:,"739,47","265,23","12,54","351,94","8.275,84","6.077,85",:,"24.746,67","3.319,68","5.804,94","139,40","1.207,36",:,:,"32.834,27","479,08","410,90","3.182,77","20,35","20,25","149,20","20.104,55"
2010-01,DK,"376,92","8,46",:,:,"603,29","3.193,82",:,:,:,"74,89","1.131,68","27,76",:,"5.262,11",:,"750,02","1,50","280,78",:,:,"1.241,01","72,78","4,99","1.075,63","23.596,50",:,:,"738,97"
2010-01,EE,:,:,:,:,"48,77","185,65","5,15",:,:,:,"83,23","2,19",:,"327,74",:,:,"11,29",:,"459,22",:,"3,61","10,28",:,"236,50","276,91",:,"13,30","39,31"
2010-01,EL,"6.812,23","7,02",:,"365,63","0,68","2.090,53","205,41",:,:,"6,76","1.985,46","362,44",:,"2.970,16",:,"0,15",:,"50,49",:,:,"2.808,53","21,83",:,"1.341,76",:,:,"105,44","223,49"
2010-01,ES,"15,08",:,"7,45",:,"663,79","22.197,35","426,53","0,09",:,:,"4.338,82","3.664,73",:,"34.631,52","3,34","2.221,24",:,:,:,:,"21.423,49","16,66","286,73","8.146,12","22,54",:,:,"378,05"
2010-01,FI,:,:,:,:,"9,61","25,60","32,35","70,43",:,:,:,"181,84",:,"3.811,30",:,:,"7,02",:,:,:,"763,29","124,41","39,79","2.227,85","2.911,23",:,"15,30","93,79"
2010-01,FR,"204,44","145,99","330,86",:,"417,35","12.888,80","146,06","39,61","86,10","109,17","6.732,36",:,:,"16.406,69",:,"1.236,83",:,"203,96",:,"4,80","126.059,96","1.307,26","205,99","3.066,34","10,09",:,"77,00","7.647,79"
2010-01,HR,"190,76",:,:,:,"203,97","1,52",:,:,:,:,"1.199,95","96,52",:,"3.412,97",:,:,:,:,:,:,"39,05","4,67",:,"1.372,32",:,"0,79",:,:
2010-01,HU,"7.543,01","0,69","2,75",:,"790,70","2.784,79",:,:,"524,87","3,38","899,57","341,78",:,:,:,"442,83","0,44",:,:,:,"1.080,07","190,09","116,15","2.005,86","0,37",:,"892,50","215,09"
2010-01,IE,:,"12,30",:,:,:,"2.278,74",:,:,:,:,"5.190,77","19,60",:,"2.128,87",:,:,:,:,:,:,"308,96","0,00",:,"941,90",:,:,:,"9.542,19"
2010-01,IT,"2.106,47","4,97","1.026,00",:,"6.549,12","7.397,49","143,52",:,"0,15","938,94","5.300,46","6.641,60",:,"23.988,84",:,:,"432,24","5.038,29",:,"1,43","29.673,66","1.867,12","472,46","6.268,31","2,91","2.539,96","6.871,97","4.403,23"
2010-01,LT,:,:,:,:,"185,74","1.008,31","1,70","0,09",:,:,"158,66","4,05",:,"714,32",:,"3,00",:,:,"481,66",:,"89,85","19,77",:,"568,68","367,70",:,"378,07","41,02"
2010-01,LU,"245,07","954,01",:,:,"37,96","1.294,07","1,15",:,:,:,"0,79","329,32",:,"57,98",:,"338,66",:,:,:,:,"719,72","671,98","9,96","17,39",:,:,:,"407,18"
2010-01,LV,:,:,:,:,"191,45","337,52","8,35","0,27",:,:,"124,15","0,83",:,"348,98",:,"54,52","502,14",:,:,:,"131,81","6,51","2,67","247,04","58,07",:,"0,48","97,70"
2010-01,MT,"52,51",:,:,:,"8,09","52,47",:,:,:,:,:,"117,74",:,:,:,"48,86",:,:,:,:,"0,06",:,:,:,"0,57",:,:,"1,99"
2010-01,NL,"49,79","1.573,38","311,34",:,"3.199,13","6.595,35","1.270,14",:,"156,55","7,52","4.302,34","6.334,30",:,"11.646,44",:,"1.184,11","2,15","0,08",:,"3,00",:,"219,65","142,55","2.016,68","14,08",:,"51,62","6.152,27"
2010-01,PL,"8.827,50",:,"66,40",:,"2.333,95","6.302,96","58,59",:,:,"98,63","14.773,21","56,25",:,"14.564,23","5,42","0,52",:,"449,95",:,:,"488,68",:,"163,33","5.736,44","1,97",:,"93,09","1.355,62"
2010-01,PT,:,"0,04",:,:,:,"3.930,91",:,:,:,"175,34","2.549,40","2.512,21",:,"5.920,92",:,"12,10",:,:,:,:,"2.938,32",:,:,"2.777,05","0,03",:,:,"648,00"
2010-01,RO,"5.447,73","1,84","22,50",:,"754,49","1.751,11","1.265,45",:,:,"19,99","2.431,12","556,57",:,"3.136,50",:,"62,45",:,"444,99","29,57",:,"1.762,19","37,16","22,72",:,:,"67,18","4.239,71","186,98"
2010-01,SE,:,"36,84",:,:,"50,99","897,54","2.072,29",:,:,"6,19","1.941,37","49,33",:,"1.227,89","0,60","75,81","12,48",:,:,:,"25.897,97","126,96",:,"673,99",:,:,"92,98","382,04"
2010-01,SI,"673,86",:,"498,30",:,"459,44","412,13",:,:,:,:,"1.221,27","8,67",:,"509,59",:,"2.409,34",:,:,:,:,"37,49","10,52",:,"188,48",:,:,:,"129,29"
2010-01,SK,"4.232,37",:,"71,17",:,"5.932,29","776,79","16,94",:,:,"6,54","856,14","102,03",:,"3.290,83",:,"954,78",:,"695,50",:,:,"1.065,79","2.337,03","28,76","514,71",:,:,:,"555,72"
2010-01,UK,"198,46","8,63","18,00",:,"90,48","42.677,29","1.710,66",:,"122,50","500,19","12.313,17","6.523,89",:,"99.368,46","9.306,22","118,14",:,"18,40",:,"7,97","31.516,37","1.706,95","52,59","5.913,50","14,50",:,"48,48",:
