PERIOD,DECLARANT,Andorra,Belgien,Ceuta,Deutschland,Dänemark,Estland,Finnland,Frankreich,Färoer,Gibraltar,Griechenland,Heiliger Stuhl (Vatikanstadt),Irland,Island,Italien,Lettland,Liechtenstein,Litauen,Luxemburg,Malta,Melilla,Niederlande,Norwegen,Osterreich,Polen,Portugal,San Marino,Schweden,Schweiz,Spanien,Türkei,Vereinigtes Königreich
2013-12,Bulgarien,:,"18,40",:,"2.031,36",:,:,:,"1.279,25",:,:,"44,10",:,:,:,"7,10","104,91",:,:,:,:,:,"115,20",:,"967,82","294,73","7,35",:,:,"0,35",:,:,"341,88"
2013-12,Daenemark,:,:,:,"2.966,83",:,:,"0,86","5,76",:,:,:,:,"381,34",:,"23,76",:,:,"122,74",:,:,:,"22.202,02","2,56","1,97","177,99",:,:,"61.290,42",:,"35,91","0,30","173,15"
2013-12,Deutschland,:,"82,87",:,:,"5.859,32","1.927,21","23,64","10.986,46",:,:,"3,77",:,"103,57",:,"1.623,93","173,44",:,"2.337,71","16.404,22","212,47",:,"135.478,70","4,25","9.442,28","47.936,24","135,02",:,"3.520,31","199,33","908,80","4,93","24.713,58"
2013-12,Estland,:,:,:,"555,90",:,:,"601,88",:,:,:,:,:,"1.097,60",:,:,"3.657,52",:,"191,03",:,:,:,:,"0,70","26,14","2.245,83",:,:,"778,00","0,10","0,15",:,"392,59"
2013-12,Finnland,:,:,:,"764,90","26,65","907,70",:,"17,07",:,:,:,:,"7.183,40",:,"72,31","86,52",:,:,:,:,:,"9.380,38","0,13",:,"188,02",:,:,"35.328,21","0,93",:,:,"424,97"
2013-12,Frankreich,:,"1.678,08",:,"13.631,41","99,02","163,78","49,05",:,:,:,:,:,"9.615,44","198,48","744,77","173,42",:,:,"72.117,44",:,:,"124.300,38","3,08","241,58","834,96","555,89",:,"1.731,33","59,66","938,90","50,28","4.279,40"
2013-12,Griechenland,:,:,:,"12.710,81",:,:,"1,80","336,20",:,:,:,:,:,:,"2,97",:,:,:,:,:,:,"866,22",:,"2.794,62","1,47","18,26",:,:,:,"0,19",:,"256,93"
2013-12,Irland,:,:,:,"3.356,26",:,:,:,"1.348,90",:,:,:,:,:,:,"24,82",:,:,:,:,:,:,"4.796,23",:,"35,40",:,"23,30",:,"4.197,04","0,50","3,25","0,81","17.641,02"
2013-12,Italien,:,"348,50",:,"18.517,05","83,71","79,60","16,19","3.681,64",:,:,:,:,"25.503,47",:,:,"607,83",:,"93,38","66.425,57","18,14",:,"41.139,11",:,"659,98","1.194,31","299,85",:,"3,68","7,10","1.089,67",:,"4.423,15"
2013-12,Kroatia,:,:,:,"629,68","68,45",:,"0,00","89,18",:,:,:,:,:,:,"10,60","487,23",:,:,:,:,:,"804,74",:,"1.995,12","1.724,22",:,:,"1,07",:,"0,00",:,"0,00"
2013-12,Lettland,:,:,:,"493,47","1,08","3,88","395,03",:,:,:,:,:,:,:,:,:,:,"4.303,79",:,:,:,"1.338,63",:,"122,47","4.482,00",:,:,"716,94",:,"34,01","4,35","557,59"
2013-12,Litauen,:,:,:,"611,61",:,"493,46","1.413,02","0,25",:,:,:,:,"1.052,10",:,"38,07","10.332,36",:,:,:,:,:,"44,34","0,02","41,24","1.540,83",:,:,"371,21",:,:,:,"761,90"
2013-12,Luxemburg,:,"8.378,36",:,"1.071,65",:,:,"139,27","1.667,16",:,:,:,:,"2.275,70",:,"0,51",:,:,:,:,:,:,"6.157,54",:,"16,61","259,25","78,68",:,:,"0,34","2,18",:,"1,72"
2013-12,Malta,:,:,:,"101,18",:,:,:,"1,27",:,:,:,:,:,:,"902,44","7,47",:,:,:,:,:,"504,00",:,:,"52,38",:,:,:,:,"0,51",:,"87,05"
2013-12,Niederlande,:,"2.769,88",:,"2.378,93","118,84",:,"4,39","2.627,66",:,:,"0,60",:,"15.503,56",:,"50,15","154,94",:,:,"1,19",:,:,:,"2.254,25","95,98","1.992,37","0,43",:,"91,46","3.607,02","10,71","84,47","1.225,94"
2013-12,Oesterreich,:,:,:,"28.076,93","2.280,28",:,"1,78","135,30",:,:,:,:,"4,31",:,"506,74",:,:,:,"0,45",:,:,"7.725,55",:,:,"7.870,38","1,64",:,"1.559,86","57,50","109,72","0,45","847,89"
2013-12,Polen,:,"0,67",:,"18.129,23","1,05",:,:,"563,79",:,:,:,:,"1,98","0,35","132,82","26,31",:,:,:,:,:,"10.394,65","1,52","14.736,15",:,"25,97",:,"1.327,83","0,49","96,20","0,41","299,00"
2013-12,Portugal,:,"0,17",:,"1.480,98",:,:,"1,47","1.168,39",:,:,:,:,"7.320,10",:,"1.201,29",:,:,"195,26","216,03",:,:,"6.461,82",:,:,"18,71",:,:,"61,84","2,74","6.153,55",:,"546,61"
2013-12,Rumanien,:,"55,20",:,"6.572,77","4,45",:,"1,00","332,01",:,:,"418,72",:,"821,59",:,"21,69","232,80",:,"7,02","1.464,79",:,:,"8.477,87",:,"2.180,61","268,12","17,18",:,:,:,"353,55","0,04","858,95"
2013-12,Schweden,:,"64,85",:,"5.043,86","3.846,41",:,"3.758,72","13,51",:,:,:,:,"49.513,58",:,"29,82",:,:,"4,77",:,:,:,"127.851,16","628,82",:,"75,69",:,:,:,"6,79","36,31","5,28","813,11"
2013-12,Slowakei,:,:,:,"8.260,09",:,:,"878,23","205,63",:,:,:,:,"1.908,52",:,"201,88","45,24",:,"76,40",:,:,:,"271,08",:,"188.896,63","4.209,28","120,52",:,"3.007,86",:,"337,06","4,69","1.120,98"
2013-12,Slowenien,:,:,:,"551,67",:,:,:,"148,38",:,:,:,:,:,:,"11,87",:,:,"0,38",:,:,:,"2.326,74",:,"3.531,94","10,67",:,:,"628,76",:,:,:,"276,74"
2013-12,Spanien,"1,31","15,33","12,26","8.904,22",:,:,"12,06","5.558,35",:,:,"0,06",:,"27.282,50",:,"11.332,45","201,17",:,"224,40","4.059,95",:,"11,41","90.371,90","2,63","325,82","177,07","808,87",:,"10.097,83","3,50",:,"0,11","3.347,75"
2013-12,Tschechische Republik,:,"16,64",:,"32.449,97","24,23","12,58",:,"918,28",:,:,"909,06",:,"39.414,87","1,59",:,"117,09",:,"8,55",:,"144,62",:,"1.825,91","76,61","1.268,83","5.109,85","44,53",:,"3.010,71","152,69","0,18","0,05","1.975,59"
2013-12,Ungarn,:,:,:,"772,22",:,:,:,"1.155,20",:,:,:,:,"4,86",:,"0,23",:,:,:,"416,51",:,:,"4.687,74","0,18","2.212,21","2.164,49",:,:,"3.289,32","52,71","645,88",:,"554,07"
2013-12,Ver.Koenigr.,:,"40,22",:,"13.069,17","174,46",:,"244,64","3.013,78",:,:,"2.043,02",:,"28.700,50",:,"792,87","1.806,49",:,"5,66","5,64","0,35",:,"172.543,83","124,10","206,91","9.230,59","1.039,11",:,"6.049,14","1.750,58","2.108,34","55,63",:
2013-12,Zypern,:,"372,46",:,"1.635,37",:,:,:,"29,31",:,:,"2.453,55",:,:,:,:,"189,80",:,:,:,:,:,"12,03",:,"211,75","10,35",:,:,:,:,"0,67",:,"262,94"
2014-01,Belgien,:,:,:,"4.863,73","1.477,19",:,"339,31","1.340,39",:,:,"0,72",:,"5.163,68","0,43","392,71",:,:,:,"530,90","165,75",:,"70.503,47",:,"4,95","210,13",:,:,"141,86","3,12","33,55","0,81","4.895,77"
2014-01,Bulgarien,:,:,:,"2.366,07",:,:,:,"821,63",:,:,"44,61",:,"31,01",:,"17,27","12,40",:,:,:,:,:,"32,85",:,"1.426,85","1.043,21",:,:,:,:,:,:,"121,17"
2014-01,Daenemark,:,"22,37",:,"7.321,91",:,"10,66","9,31","11,41",:,:,"1,80",:,"645,09",:,"70,68","0,71",:,"85,24",:,:,:,"24.575,96","6,11","13,14","384,33","0,30",:,"50.814,58",:,"59,11",:,"203,19"
2014-01,Deutschland,:,"2.391,45",:,:,"21.563,91","1.965,13","35,73","11.926,28",:,:,"433,57",:,"47,32",:,"2.872,54","924,34",:,"1.333,53","11.573,87","43,21",:,"177.808,77",:,"8.436,05","32.027,11","3.236,29",:,"6.122,41","496,88","944,18","6,91","29.301,25"
2014-01,Estland,:,"7,01",:,"168,97","0,20",:,"305,35","31,04",:,:,:,:,"781,20",:,:,"2.173,56",:,"245,20",:,:,:,:,"0,45","16,40","217,72",:,:,"943,07",:,"0,48","0,18","218,06"
2014-01,Finnland,"1,38","0,33",:,"821,89","56,08","147,93",:,"24,14",:,:,:,:,"4.994,50",:,:,:,:,:,:,:,:,"15.448,27","19,27",:,"87,91",:,:,"17.273,76",:,"0,38",:,"88,12"
2014-01,Frankreich,:,"1.668,53",:,"12.113,44","279,60","10,15","83,29",:,:,:,"0,64",:,"6.090,78",:,"750,92","84,07",:,:,"66.382,05",:,:,"157.845,55","1,59","397,86","836,70","4.119,64",:,"709,78","23,19","384,14","192,78","7.477,40"
2014-01,Griechenland,:,"8,05",:,"11.162,10","4,92",:,"1,42","817,01",:,:,:,:,:,:,"2,40",:,:,:,:,:,:,"1.908,26",:,"2.930,33","41,77","69,13",:,:,:,"0,51",:,"312,85"
2014-01,Irland,:,"0,27",:,"1.033,09",:,:,:,"560,21",:,:,:,:,:,:,"393,65",:,:,:,:,:,:,"5.424,19",:,"70,80","326,75","78,00",:,"79,45","0,44","0,82",:,"14.572,17"
2014-01,Italien,:,"204,95",:,"13.581,05","37,64",:,"1,53","24.473,33",:,:,"13,65",:,"14.448,54",:,:,"1.059,27",:,"195,28","55.006,94","28,65",:,"9.402,39","14,96","1.676,62","2.607,18","466,73",:,"2,02","6,04","306,98",:,"4.827,69"
2014-01,Kroatia,:,:,:,"166,18","150,84",:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,"1.786,01",:,"3.356,81","609,41",:,:,"33,64",:,:,:,:
2014-01,Lettland,:,:,:,"425,27",:,"59,95","185,80","6,11",:,:,:,:,:,:,"81,49",:,:,"2.919,61",:,"20,84",:,"1.120,75",:,"69,94","8.388,01",:,:,"122,36",:,"49,80",:,"326,79"
2014-01,Litauen,:,"0,35",:,"255,72",:,"420,62","1.318,10",:,:,:,:,:,"1.253,00",:,"20,93","12.758,15",:,:,"1,32",:,:,"36,99",:,"12,33","2.990,83",:,:,"840,34",:,:,:,"1.992,75"
2014-01,Luxemburg,:,"5.050,67",:,"2.242,20",:,:,"224,30","3.474,68",:,:,:,:,"1.379,78",:,"0,27",:,:,:,:,:,:,"1.664,83",:,"13,40","310,80","180,29",:,:,:,"0,74",:,"483,68"
2014-01,Malta,:,:,:,"95,93",:,:,:,"4,12",:,:,:,:,:,:,"200,01",:,:,:,:,:,:,"92,75",:,:,:,"22,14",:,:,:,"0,78",:,"144,10"
2014-01,Niederlande,:,"14.876,09",:,"14.111,43","564,06",:,"1,68","8.106,01",:,:,"135,58",:,"67.520,96","0,41","868,67","252,47",:,"1.141,43","2,37",:,:,:,"1.894,16","209,76","3.259,89","406,02",:,"1.912,21","2.856,58","1.062,22","0,66","2.725,06"
2014-01,Oesterreich,:,"0,49",:,"9.195,99","1.071,33",:,"0,55","76,70",:,:,:,:,"2,64",:,"39,71","52,15",:,:,:,:,:,"9.258,94",:,:,"6.917,60","2,99",:,"3.195,43","2,87","0,39",:,"1.443,42"
2014-01,Polen,:,:,:,"21.206,20","154,47",:,"2.230,14","1.485,04",:,:,:,:,"1,47",:,"339,91","140,16",:,"9,14",:,:,:,"15.902,51","0,01","14.267,94",:,"6,58",:,"4.388,40",:,"56,14",:,"1.585,81"
2014-01,Portugal,:,"1,62",:,"2.109,28",:,:,:,"2.562,60",:,:,:,:,"2.367,50",:,"1.534,05",:,:,:,"422,38",:,:,"5.826,31",:,"86,36",:,:,:,:,"0,70","4.168,77",:,"1.632,17"
2014-01,Rumanien,:,"3,01",:,"3.184,13",:,:,"1,92","756,59",:,:,:,:,"1,26",:,"269,42","217,12",:,"181,90",:,"265,28",:,"9.705,64",:,"4.834,11","136,11","55,18",:,"21,17",:,"345,35","0,69","1.381,81"
2014-01,Schweden,:,"44,07",:,"1.831,16","3.590,94","0,01","1.495,50","6,30",:,:,:,:,"54.068,69",:,"103,59","38,91",:,"25,30",:,:,:,"136.070,02","462,41",:,"119,16",:,:,:,"7,22","0,11","0,05","90,75"
2014-01,Slowakei,:,:,:,"4.882,37",:,"107,00","1.144,95","184,17",:,:,:,:,"5.530,02",:,"47,10","81,40",:,:,:,:,:,"188,67",:,"242.344,78","2.611,04","17,30",:,"1.746,63",:,"1.067,72",:,"1.833,73"
2014-01,Slowenien,:,:,:,"2.205,72",:,:,:,"131,74",:,:,:,:,"0,87",:,"254,11","775,21",:,:,:,:,:,"1.828,25",:,"5.764,42","326,68",:,:,"334,89","0,49",:,:,:
2014-01,Spanien,"2,66","16,27","6,51","7.127,59","1,55",:,"7,42","5.324,18",:,:,"0,31",:,"37.678,82",:,"4.454,59","302,25",:,"24,75","1.256,75",:,"3,33","76.192,88","0,97","182,81","702,39","1.254,22",:,"5,18","9,67",:,"0,71","3.210,65"
2014-01,Tschechische Republik,"6,52","0,92",:,"65.535,56","119,08","10,45",:,"485,96",:,:,"515,39",:,"17.345,48","3,27","2,01","186,08",:,"10,87","0,01","2.733,47",:,"172,71","31,82","1.022,89","4.021,28","38,90",:,"2.294,13","2,42","217,93","0,09","954,41"
2014-01,Ungarn,:,:,:,"1.635,89",:,:,:,"479,92",:,:,"307,83",:,:,:,"4,00",:,:,:,"427,52",:,:,"7.961,82","0,12","1.370,78","1.399,37",:,:,"1.710,64","44,50","494,90",:,"54,88"
2014-01,Ver.Koenigr.,:,"1.036,43",:,"11.348,44","210,25",:,"186,53","5.717,03",:,:,"3.320,30",:,"93.158,29",:,"195,76","2.299,44",:,"756,76","872,51","52,21",:,"220.839,08","10,77","298,55","10.243,26","1.231,45",:,"9.954,03","1.178,12","2.253,14","1,09",:
2014-01,Zypern,:,"74,80",:,"1.145,65","28,00",:,:,:,:,:,"924,68",:,:,:,"0,32","554,26",:,:,:,:,:,"9,08",:,"233,49","169,37",:,:,:,"1,13","0,33","1,80","389,24"
2014-02,Belgien,:,:,:,"5.194,21","1.618,92",:,"50,88","7.762,27",:,:,:,:,"736,96",:,"146,35","196,30",:,"202,57","1.035,15","325,79",:,"43.070,66",:,"1,98","266,80","7,44",:,"881,91","0,51","212,61","13,07","4.621,70"
2014-02,Bulgarien,:,"16,34",:,"3.326,01",:,:,:,"421,46",:,:,"670,21",:,"74,00",:,:,:,:,:,:,:,:,"95,74",:,"1.695,82","1.062,54",:,:,:,"0,58",:,:,"725,18"
2014-02,Daenemark,:,"4,62",:,"17.254,68",:,"0,30","7,03","17,71",:,:,"0,90",:,"467,85",:,"31,13","0,44",:,"31,68",:,:,:,"5.798,24","33,87","18,52","665,90",:,:,"35.120,75",:,"1,74",:,"174,31"
2014-02,Deutschland,:,"857,10",:,:,"7.935,88","1.364,94","7,55","12.159,35",:,:,"911,88",:,"838,71",:,"1.890,28","1.287,70","1,14","2.328,49","10.088,31",:,:,"110.013,28","0,98","15.247,09","49.239,86","825,04",:,"12.021,37","201,78","816,14","3,40","13.456,25"
2014-02,Estland,:,:,:,"158,41","0,38",:,"207,17","30,44",:,:,:,:,"147,00",:,:,"2.243,14",:,"125,71",:,:,:,:,"1,85",:,"1.109,85",:,:,"1.070,72","0,25","0,14",:,"148,41"
2014-02,Finnland,:,:,:,"797,36","98,23","128,44",:,"18,35",:,:,:,:,"3.178,70",:,"13,02","24,26",:,"1,73",:,:,:,"4.893,20",:,:,"82,18",:,:,"13.657,12",:,:,:,"62,84"
2014-02,Frankreich,:,"1.513,28",:,"8.158,75","108,00","268,96","59,98",:,:,:,"0,24",:,"3.697,77",:,"438,25","806,27",:,:,"17.826,03",:,:,"81.969,79","3,95","63,94","1.071,81","442,51",:,"1.228,37","72,49","557,45","27,29","5.958,91"
2014-02,Griechenland,:,"5,53",:,"3.875,80","1,17",:,"0,14","1.267,62",:,:,:,:,:,:,"0,41",:,:,:,"72,60",:,:,"323,98",:,"2.716,68","16,44","34,69",:,:,:,"0,08",:,"115,19"
2014-02,Irland,:,"56,71",:,"1.145,97",:,"48,90",:,"0,43",:,:,:,:,:,:,"31,29","24,65",:,:,:,:,:,"1.745,93",:,"88,50",:,"4,42",:,"381,25","0,50","25,99",:,"13.003,31"
2014-02,Italien,:,"165,22",:,"15.054,61","24,53","51,80","6,30","5.413,82",:,:,"7,04",:,"5.119,07",:,:,"2.372,32",:,:,"35.355,69","113,28",:,"30.686,03",:,"702,72","2.750,37","329,62",:,"18,70","5,33","143,29",:,"2.080,40"
2014-02,Kroatia,:,:,:,"482,65","67,23",:,:,:,:,:,:,:,:,:,:,:,:,:,"55,76",:,:,"3.836,66",:,"3.172,22","2,79",:,:,:,:,:,:,"0,24"
2014-02,Lettland,:,:,:,"611,64",:,"155,25","124,40",:,:,:,:,:,:,:,"49,71",:,:,"2.501,37",:,:,:,"812,50",:,"148,90","15.403,35",:,:,"270,19",:,"16,40",:,"253,03"
2014-02,Litauen,:,:,:,"167,45",:,"312,07","698,81","21,00",:,:,:,:,"189,70","0,16","5,39","12.511,38",:,:,:,:,:,"44,50",:,"30,95","646,87",:,:,"1.193,44",:,"0,25",:,"235,94"
2014-02,Luxemburg,:,"7.608,66",:,"1.425,16","571,12",:,"161,65","1.281,07",:,:,:,:,"1.888,59",:,"0,20",:,:,:,:,:,:,"1.040,77",:,"4,83","840,79","9,24",:,:,"0,02","0,37",:,"247,76"
2014-02,Malta,:,:,:,"32,85",:,:,:,"2,40",:,:,:,:,:,:,"245,29","26,68",:,:,:,:,:,:,:,:,"24,40",:,:,:,:,:,:,"47,60"
2014-02,Niederlande,:,"5.860,88",:,"11.805,57","140,75",:,"0,77","1.348,72",:,:,:,:,"32.256,43",:,"1.253,94","772,67",:,"748,89","0,63",:,:,:,"2.284,60","134,49","4.881,50","316,43",:,"444,47","3.048,41","104,84","0,09","2.007,77"
2014-02,Oesterreich,:,"14,49",:,"5.683,80","71,64",:,:,"105,05",:,:,"201,80",:,"9,38",:,"76,46",:,:,:,:,:,:,"7.344,69","527,46",:,"9.149,36",:,:,"2.355,10","11,98","0,17","0,87","369,99"
2014-02,Polen,:,"0,80",:,"17.392,77","29,06",:,:,"1.087,55",:,:,:,:,:,:,"7,15","51,95",:,"49,88","42,12",:,:,"16.358,14","1,39","8.104,60",:,:,:,"4.173,55","0,30","108,80","0,33","2.329,40"
2014-02,Portugal,:,"16,27",:,"2.254,75","9,38",:,"1,65","1.410,50",:,:,:,:,"4.123,10",:,"690,52",:,:,"79,05","837,33",:,:,"9.293,10",:,"83,74",:,:,:,:,:,"4.806,94",:,"550,58"
2014-02,Rumanien,:,"0,33",:,"3.052,81","35,29",:,"1,85","457,70",:,:,"110,39",:,"1,48",:,"3,03",:,:,"47,20",:,:,:,"4.744,25",:,"3.710,12","75,20","90,83",:,:,:,"0,57",:,"722,42"
2014-02,Schweden,:,"73,23",:,"2.536,01","2.488,49",:,"3.578,82","5,22",:,:,:,:,"12.801,59",:,"100,74","46,84",:,"66,22",:,:,:,"48.150,37","353,16",:,"65,74",:,:,:,"5,47",:,"8,99","395,83"
2014-02,Slowakei,:,:,:,"2.399,22",:,:,"639,62","113,09",:,:,:,:,"1.548,40",:,"338,15","106,35",:,"448,85","24,60",:,:,"1,26",:,"237.853,25","1.333,74","69,10",:,"1.402,87",:,"1.525,48",:,"2.749,22"
2014-02,Slowenien,:,"0,65",:,"1.508,38",:,:,:,"2,77",:,:,:,:,"0,76",:,"100,06","419,38",:,:,:,:,:,"2.062,08",:,"6.214,97","1.720,75",:,:,"511,63",:,"0,36",:,"38,21"
2014-02,Spanien,"10,20","5,82","1,50","7.001,52","30,53",:,"0,87","2.550,40",:,:,:,:,"27.728,82",:,"7.475,27","277,80",:,"535,92","853,64",:,"5,96","47.248,29","55,02","304,57","320,16","1.046,04",:,"530,39","0,95",:,"0,75","3.344,14"
2014-02,Tschechische Republik,:,"1,53",:,"68.230,43","68,52","28,97",:,"579,08",:,:,"1.104,64",:,"7.902,75",:,"384,68","490,17",:,"254,79",:,"1.777,93",:,"1.153,04","29,85","1.212,62","9.879,69","14,09",:,"1.879,72","101,18","1,15","81,92","2.134,63"
2014-02,Ungarn,:,"0,57",:,"2.250,34",:,:,:,"568,40",:,:,:,:,:,:,:,:,:,:,"781,13",:,:,"8.751,59",:,"1.712,31","859,50",:,:,"2.771,34","16,81","3,82",:,"84,44"
2014-02,Ver.Koenigr.,:,"645,25",:,"7.587,17","135,12","0,16","616,34","3.623,50",:,:,"1.781,36",:,"25.244,14","2,24","162,47","1.834,53",:,"1.018,53","311,16","112,89",:,"175.071,69","5,75","406,20","6.109,52","1.345,98",:,"9.785,86","2.120,05","2.707,54","2,18",:
2014-02,Zypern,:,"247,99",:,"555,31",:,:,:,:,:,:,"2.702,74",:,:,:,:,"214,60",:,:,:,:,:,"8,47",:,"293,99",:,:,:,:,:,:,:,"260,57"
2014-03,Belgien,:,:,:,"4.124,32","749,29",:,"637,82","2.105,48",:,:,:,:,"382,64",:,"64,91","309,82",:,"61,17","180,27",:,:,"36.395,74",:,"0,42","429,50",:,:,"160,52","1,29","19,70","0,88","3.679,90"
2014-03,Bulgarien,:,"13,69",:,"1.597,59",:,:,:,"1.045,12",:,:,"114,67",:,:,:,"0,44","31,04",:,:,:,:,:,"47,51",:,"482,18","113,16",:,:,:,"1,14",:,:,"92,64"
2014-03,Daenemark,:,"8,52",:,"11.412,44",:,"3,35","2,74","20,08",:,:,"0,90",:,"103,88","45,70","41,83","0,44",:,"52,20",:,:,:,"2.759,97","99,12","605,95","104,65","0,60",:,"31.168,38",:,"67,02",:,"210,51"
2014-03,Deutschland,:,"10,74",:,:,"3.725,05","956,34",:,"14.486,80",:,:,"443,13",:,"197,16",:,"1.835,09","1.911,02",:,"1.249,02","13.007,25","137,75",:,"87.831,45","2,75","23.477,00","44.237,80","837,74",:,"9.882,71","77,97","1.034,39","3,17","13.447,12"
2014-03,Estland,:,:,:,"301,72","0,46",:,"685,70","41,59",:,:,:,:,"243,60",:,:,"2.878,83",:,"165,84",:,:,:,"0,69","3,22",:,"1.662,06",:,:,"1.283,26",:,"0,15",:,"216,62"
2014-03,Finnland,:,:,:,"1.048,79","155,46","451,36",:,"14,65",:,:,:,:,"2.954,70",:,"6,41",:,:,:,:,:,:,"3.405,14",:,"1,30","1.034,35",:,:,"15.706,96","0,25",:,:,"14,77"
2014-03,Frankreich,:,"1.273,40",:,"11.622,92","322,73","185,70","72,46",:,:,:,"0,33",:,"10.468,70",:,"468,97","278,85",:,"30,17","27.467,95",:,:,"91.714,19","0,87","157,99","2.672,42","709,80",:,"2.958,78","101,69","337,07","10,57","9.627,01"
2014-03,Griechenland,:,:,:,"3.696,29","1,18",:,:,"665,47",:,:,:,:,:,:,:,:,:,:,:,:,:,"654,35",:,"1.030,61","13,99","20,35",:,"0,06",:,"0,17",:,"103,08"
2014-03,Irland,:,"184,01",:,"2.006,53",:,"151,00",:,"8,29",:,:,:,:,:,:,"104,79",:,:,:,:,:,:,"1.893,76",:,:,"0,18",:,:,"45,79",:,"3,09",:,"13.476,79"
2014-03,Italien,:,"4,37",:,"20.781,34","280,93",:,"19,52","2.534,24",:,:,"17,91",:,"2.698,31",:,:,"679,23",:,"432,68","28.756,46","465,99",:,"12.169,57",:,"482,95","4.760,53","360,43",:,"3,90",:,"205,90",:,"2.543,88"
2014-03,Kroatia,:,:,:,"233,14","0,39",:,:,"19,89",:,:,:,:,:,:,"15,18","9,00",:,:,:,:,:,"1.345,84",:,"2.739,36","5,36",:,:,"3,53","0,23","0,77",:,"4,50"
2014-03,Lettland,:,:,:,"944,07","0,11","44,50","109,62",:,:,:,:,:,:,:,"31,92",:,:,"3.271,00",:,:,:,"565,60",:,"138,49","20.212,42",:,:,"415,61",:,"22,77",:,"411,94"
2014-03,Litauen,:,:,:,"243,88","9,89","240,82","841,29","0,13",:,:,:,:,"494,90",:,"21,15","12.007,77",:,:,:,:,:,"806,41","4,59","46,52","2.090,35","0,17",:,"520,54",:,:,:,"224,23"
2014-03,Luxemburg,:,"3.990,07",:,"1.051,80",:,:,"255,89","1.434,93",:,:,:,:,"339,50",:,"0,60","14,09",:,:,:,:,:,"821,39",:,"11,93","347,76","3,94",:,:,:,"0,42","0,13","448,53"
2014-03,Malta,:,:,:,"42,27",:,:,:,"39,10",:,:,:,:,:,:,"385,98",:,:,:,:,:,:,"131,85",:,:,:,:,:,:,:,:,"1,63","72,21"
2014-03,Niederlande,:,"6.265,66",:,"9.443,71","281,51","279,33","63,64","2.769,86",:,:,:,:,"16.106,76",:,"3.213,38","1.452,83",:,"768,16","0,63",:,:,:,"2.082,71","493,85","6.223,70","258,34",:,"140,37","2.643,86","194,64","175,75","1.278,11"
2014-03,Oesterreich,:,:,:,"8.713,63","119,89",:,:,"184,63",:,:,"141,88",:,"20,64",:,"250,35",:,:,:,:,"20,78",:,"4.324,88",:,:,"11.496,45",:,:,"2.585,12","8,41","0,41","0,58","487,26"
2014-03,Polen,:,"0,14",:,"22.565,04","0,92",:,:,"1.143,51",:,:,:,:,"0,17",:,"31,60","191,00",:,"4,04",:,:,:,"14.821,20",:,"2.804,59",:,:,:,"3.967,70","0,32","2,05","0,37","1.121,29"
2014-03,Portugal,:,:,:,"2.469,36",:,:,:,"1.105,31",:,:,:,:,"469,72",:,"552,28",:,:,:,"5,25","11,07",:,"2.855,54",:,"144,21","59,39",:,:,:,"0,50","6.156,89",:,"700,82"
2014-03,Rumanien,:,:,:,"4.743,82",:,:,:,"551,41",:,:,"0,38",:,"1,47",:,"83,67","386,73",:,"24,24","0,83",:,:,"1.822,78",:,"5.259,58","5.793,43","30,38",:,:,:,"0,51",:,"623,46"
2014-03,Schweden,:,:,:,"5.569,82","1.848,14",:,"8.727,74",:,:,:,:,:,"7.496,45",:,"78,92","172,65",:,"43,21",:,:,:,"40.695,04","588,93",:,"931,45",:,:,:,"7,63",:,"0,16","1.143,75"
2014-03,Slowakei,:,:,:,"9.260,14",:,"49,10","1.875,28","28,20",:,:,:,:,"2.196,50",:,"308,38","34,08",:,"24,90",:,:,:,"432,75",:,"236.967,07","1.352,01","34,98",:,"3.297,84",:,:,:,"3.978,28"
2014-03,Slowenien,:,:,:,"1.169,39","45,13",:,:,"58,70",:,:,:,:,"1,96",:,"29,98","254,43",:,:,"201,50",:,:,"1.762,62",:,"6.305,99","2.286,75",:,:,"351,59",:,:,:,"9,57"
2014-03,Spanien,"0,60","1,60","21,53","12.731,79","1,18",:,"8,50","3.526,43",:,:,:,:,"41.163,73",:,"6.341,08","198,21",:,"1,36","1.389,99","11,25","2,90","42.748,05",:,"259,75","634,03","420,70",:,"333,58","2,48",:,"2,05","3.788,71"
2014-03,Tschechische Republik,:,"1,74",:,"35.565,36","329,97","353,82",:,"462,92",:,:,"1.501,21",:,"3.563,28","0,58","0,14","629,69",:,"14,41",:,"2.291,71",:,"1.580,86","40,57","1.751,05","11.789,02",:,:,"2.079,79","1,93","0,29",:,"2.416,10"
2014-03,Ungarn,:,:,:,"1.945,49",:,:,:,"682,92",:,:,:,:,:,:,:,:,:,:,"650,31",:,:,"5.293,92",:,"4.116,88","2.185,30",:,:,"1.585,94","17,23","1,68",:,"14,71"
2014-03,Ver.Koenigr.,:,"119,21",:,"12.414,60","677,56",:,"335,17","5.933,10",:,:,"206,27",:,"25.166,97","98,02","569,37","1.765,59",:,"270,57","1,46","320,39",:,"125.309,33","6,88","828,01","16.501,04","22,55",:,"7.345,75","62,86","1.287,12",:,:
2014-03,Zypern,:,:,:,"459,46",:,:,:,"0,37",:,:,"1.215,17",:,:,:,"0,35","9,43",:,:,:,"27,54",:,:,:,"633,91","22,20","5,56",:,:,"0,05","0,17",:,"95,90"
